,Iteration,Selected Features,Accuracy,Precision,Recall,F1 Score,AUC-ROC
19,20,"['total day minutes', 'total eve charge', 'international plan', 'total day charge', 'total intl charge', 'total night charge', 'total night calls', 'account length', 'total night minutes', 'total day calls']",0.8800599700149925,0.660377358490566,0.36082474226804123,0.4666666666666667,0.6646228974498102
20,21,"['total day charge', 'total night calls', 'total eve minutes', 'number vmail messages', 'account length', 'total day minutes', 'total night charge', 'total day calls', 'total eve charge', 'total night minutes']",0.8920539730134932,0.8205128205128205,0.32989690721649484,0.47058823529411764,0.6588081027310544
21,22,"['total day calls', 'total night minutes', 'international plan', 'total intl calls', 'total eve charge', 'total intl charge', 'total eve calls', 'total night calls', 'customer service calls', 'voice mail plan']",0.8995502248875562,0.8,0.41237113402061853,0.54421768707483,0.6974136371857478
22,23,"['total eve calls', 'total eve charge', 'total day charge', 'total night calls', 'number vmail messages', 'account length', 'total night minutes', 'total day minutes', 'international plan', 'total eve minutes']",0.8950524737631185,0.8292682926829268,0.35051546391752575,0.4927536231884058,0.6691173810815699
23,24,"['total eve calls', 'total eve minutes', 'international plan', 'total day charge', 'total eve charge', 'total night minutes', 'total night calls', 'total intl calls', 'total intl minutes', 'total day calls']",0.8920539730134932,0.7192982456140351,0.422680412371134,0.5324675324675324,0.6973051184662689
24,25,"['total day calls', 'total intl minutes', 'total intl charge', 'total eve calls', 'total night minutes', 'total eve charge', 'international plan', 'total eve minutes', 'customer service calls', 'total intl calls']",0.8935532233883059,0.7708333333333334,0.38144329896907214,0.5103448275862069,0.6810725266775186
25,26,"['total day minutes', 'number vmail messages', 'total intl calls', 'customer service calls', 'total night calls', 'total night minutes', 'account length', 'total eve calls', 'total eve charge', 'total night charge']",0.9025487256371814,0.82,0.422680412371134,0.5578231292517006,0.7034454693434617
26,27,"['total night calls', 'total day calls', 'total intl charge', 'total intl minutes', 'account length', 'total night minutes', 'number vmail messages', 'total day minutes', 'total eve minutes', 'total eve calls']",0.8875562218890555,0.84375,0.27835051546391754,0.4186046511627907,0.634789292819678
27,28,"['total day minutes', 'number vmail messages', 'total eve calls', 'customer service calls', 'total night charge', 'total day calls', 'total night minutes', 'total intl charge', 'total eve charge', 'international plan']",0.9190404797601199,0.864406779661017,0.5257731958762887,0.6538461538461539,0.7558690540784951
28,29,"['total eve calls', 'international plan', 'voice mail plan', 'total intl calls', 'total night charge', 'total day charge', 'total intl charge', 'total night calls', 'total eve minutes', 'account length']",0.9160419790104948,0.9555555555555556,0.44329896907216493,0.6056338028169014,0.7198950985711702
29,30,"['total night calls', 'total night minutes', 'total day minutes', 'account length', 'total intl charge', 'customer service calls', 'total eve calls', 'total eve charge', 'international plan', 'total intl calls']",0.9115442278860569,0.7435897435897436,0.5979381443298969,0.6628571428571428,0.7814252125158258
30,31,"['total eve minutes', 'voice mail plan', 'total night minutes', 'number vmail messages', 'total night calls', 'total day calls', 'international plan', 'total night charge', 'total intl charge', 'account length']",0.8725637181409296,0.8333333333333334,0.15463917525773196,0.2608695652173913,0.5746880086814975
31,32,"['number vmail messages', 'total eve calls', 'total night minutes', 'international plan', 'total eve minutes', 'customer service calls', 'total night calls', 'total intl calls', 'total eve charge', 'voice mail plan']",0.881559220389805,0.7368421052631579,0.28865979381443296,0.4148148148148148,0.635557967082655
32,33,"['total day calls', 'total eve minutes', 'international plan', 'voice mail plan', 'total eve calls', 'account length', 'total night charge', 'total day charge', 'total night calls', 'total night minutes']",0.8800599700149925,0.8148148148148148,0.2268041237113402,0.3548387096774194,0.6090160969433894
33,34,"['total eve calls', 'total intl calls', 'total night minutes', 'total day calls', 'total intl minutes', 'total day charge', 'customer service calls', 'total eve minutes', 'account length', 'total night calls']",0.889055472263868,0.7017543859649122,0.41237113402061853,0.5194805194805194,0.6912732863085548
34,35,"['total intl calls', 'total intl minutes', 'total day charge', 'total night charge', 'total day calls', 'total eve charge', 'total day minutes', 'total eve calls', 'account length', 'voice mail plan']",0.8875562218890555,0.84375,0.27835051546391754,0.4186046511627907,0.634789292819678
35,36,"['total intl charge', 'total day minutes', 'total day calls', 'number vmail messages', 'total eve calls', 'customer service calls', 'total day charge', 'total intl calls', 'total intl minutes', 'voice mail plan']",0.8830584707646177,0.6792452830188679,0.3711340206185567,0.48,0.6706547296075239
36,37,"['total eve minutes', 'total day calls', 'account length', 'total intl charge', 'total night minutes', 'total night charge', 'total night calls', 'total intl calls', 'total day minutes', 'number vmail messages']",0.8800599700149925,0.7931034482758621,0.23711340206185566,0.36507936507936506,0.613293543136191
37,38,"['total night charge', 'total intl charge', 'total day charge', 'total intl minutes', 'total intl calls', 'total day calls', 'total night minutes', 'international plan', 'customer service calls', 'total night calls']",0.8950524737631185,0.6626506024096386,0.5670103092783505,0.6111111111111112,0.7589437511304032
38,39,"['international plan', 'total intl charge', 'total eve charge', 'total night minutes', 'total eve minutes', 'total intl minutes', 'total day minutes', 'total day calls', 'customer service calls', 'number vmail messages']",0.9340329835082459,0.8955223880597015,0.6185567010309279,0.7317073170731707,0.8031379996382709
39,40,"['total intl charge', 'international plan', 'total day calls', 'total eve minutes', 'total intl calls', 'account length', 'total night charge', 'total intl minutes', 'total night minutes', 'total day minutes']",0.8920539730134932,0.711864406779661,0.4329896907216495,0.5384615384615384,0.7015825646590703
40,41,"['number vmail messages', 'account length', 'international plan', 'total day calls', 'total eve minutes', 'customer service calls', 'total night minutes', 'voice mail plan', 'total intl minutes', 'total intl calls']",0.904047976011994,0.8235294117647058,0.4329896907216495,0.5675675675675675,0.7086001085187195
41,42,"['total day minutes', 'total intl minutes', 'number vmail messages', 'total night minutes', 'voice mail plan', 'total intl charge', 'total night charge', 'international plan', 'total eve minutes', 'total day charge']",0.9100449775112444,0.9111111111111111,0.422680412371134,0.5774647887323944,0.7078314342557425
42,43,"['total night minutes', 'total intl calls', 'international plan', 'total eve charge', 'customer service calls', 'total eve calls', 'total intl minutes', 'total day charge', 'total night calls', 'number vmail messages']",0.9340329835082459,0.8840579710144928,0.6288659793814433,0.7349397590361446,0.8074154458310725
43,44,"['account length', 'total eve calls', 'customer service calls', 'total intl charge', 'number vmail messages', 'international plan', 'total eve minutes', 'total day minutes', 'total intl minutes', 'total intl calls']",0.9355322338830585,0.875,0.6494845360824743,0.7455621301775148,0.8168475311991318
44,45,"['total intl charge', 'total night minutes', 'number vmail messages', 'international plan', 'total day minutes', 'total day calls', 'customer service calls', 'total eve charge', 'total night calls', 'total intl minutes']",0.9235382308845578,0.8833333333333333,0.5463917525773195,0.6751592356687898,0.7670555254114667
45,46,"['total night calls', 'total eve charge', 'total day charge', 'international plan', 'account length', 'total eve calls', 'total eve minutes', 'voice mail plan', 'number vmail messages', 'total night minutes']",0.8935532233883059,0.8611111111111112,0.31958762886597936,0.46616541353383456,0.6554078495207089
46,47,"['total eve minutes', 'total eve calls', 'total night charge', 'total night minutes', 'international plan', 'number vmail messages', 'total eve charge', 'total intl charge', 'total day charge', 'voice mail plan']",0.9160419790104948,0.9361702127659575,0.4536082474226804,0.6111111111111112,0.7241725447639717
47,48,"['total night minutes', 'total day calls', 'total day charge', 'total eve calls', 'total intl calls', 'voice mail plan', 'total intl minutes', 'account length', 'total day minutes', 'international plan']",0.8980509745127436,0.7843137254901961,0.41237113402061853,0.5405405405405406,0.6965364442032917
48,49,"['total eve minutes', 'total eve charge', 'total eve calls', 'number vmail messages', 'total intl charge', 'total night minutes', 'account length', 'total day charge', 'total day minutes', 'total intl minutes']",0.8950524737631185,0.8648648648648649,0.32989690721649484,0.47761194029850745,0.6605624886959667
49,50,"['number vmail messages', 'total intl calls', 'total intl minutes', 'total night calls', 'total eve calls', 'total eve charge', 'total intl charge', 'voice mail plan', 'total night minutes', 'international plan']",0.8935532233883059,1.0,0.26804123711340205,0.42276422764227645,0.634020618556701
50,51,"['total intl charge', 'total intl minutes', 'total eve minutes', 'total night calls', 'total eve charge', 'total night minutes', 'number vmail messages', 'total day calls', 'total day charge', 'total day minutes']",0.896551724137931,0.85,0.35051546391752575,0.49635036496350365,0.6699945740640261
51,52,"['number vmail messages', 'total eve calls', 'total intl calls', 'international plan', 'total eve minutes', 'total day calls', 'total night calls', 'account length', 'customer service calls', 'total night minutes']",0.8800599700149925,0.7297297297297297,0.27835051546391754,0.40298507462686567,0.6304033279073973
52,53,"['voice mail plan', 'total night calls', 'total intl calls', 'total day minutes', 'total day calls', 'total eve calls', 'total eve charge', 'total day charge', 'total night minutes', 'international plan']",0.9055472263868066,0.9047619047619048,0.3917525773195876,0.5467625899280576,0.6923675167299692
53,54,"['total intl calls', 'total eve charge', 'number vmail messages', 'voice mail plan', 'international plan', 'total eve minutes', 'total night charge', 'total intl minutes', 'total day charge', 'total intl charge']",0.9250374812593704,0.9272727272727272,0.5257731958762887,0.6710526315789473,0.7593778260083197
54,55,"['total eve calls', 'total night charge', 'total day minutes', 'total eve minutes', 'account length', 'number vmail messages', 'total eve charge', 'total day charge', 'voice mail plan', 'total night minutes']",0.8935532233883059,0.825,0.3402061855670103,0.48175182481751827,0.6639627419063121
55,56,"['total intl charge', 'total day calls', 'total night charge', 'total eve calls', 'customer service calls', 'total eve minutes', 'total night minutes', 'international plan', 'number vmail messages', 'total day minutes']",0.9235382308845578,0.8833333333333333,0.5463917525773195,0.6751592356687898,0.7670555254114667
56,57,"['total intl calls', 'customer service calls', 'account length', 'total intl charge', 'number vmail messages', 'total eve charge', 'total eve minutes', 'total day charge', 'total eve calls', 'voice mail plan']",0.9070464767616192,0.7868852459016393,0.4948453608247423,0.6075949367088608,0.7360191716404414
57,58,"['total night calls', 'total day calls', 'total eve minutes', 'account length', 'total day charge', 'number vmail messages', 'total intl minutes', 'total eve calls', 'total day minutes', 'total intl charge']",0.8905547226386806,0.8529411764705882,0.29896907216494845,0.44274809160305345,0.6450985711701935
58,59,"['total eve minutes', 'number vmail messages', 'customer service calls', 'total intl calls', 'voice mail plan', 'total day charge', 'total night charge', 'total night minutes', 'total intl minutes', 'total intl charge']",0.9130434782608695,0.8545454545454545,0.4845360824742268,0.618421052631579,0.7352504973774643
59,60,"['total intl minutes', 'total night calls', 'total night charge', 'total night minutes', 'total eve calls', 'total day minutes', 'international plan', 'total eve charge', 'total day charge', 'total day calls']",0.8800599700149925,0.660377358490566,0.36082474226804123,0.4666666666666667,0.6646228974498102
60,61,"['total intl minutes', 'total eve calls', 'total night charge', 'number vmail messages', 'total day minutes', 'account length', 'total eve minutes', 'total intl charge', 'total day calls', 'total eve charge']",0.8935532233883059,0.8823529411764706,0.30927835051546393,0.4580152671755725,0.6511304033279074
61,62,"['total intl calls', 'total eve minutes', 'total intl charge', 'total day minutes', 'total night minutes', 'voice mail plan', 'international plan', 'total intl minutes', 'total night charge', 'number vmail messages']",0.9190404797601199,0.9215686274509803,0.4845360824742268,0.6351351351351351,0.7387592693072889
62,63,"['total eve charge', 'total night minutes', 'total night calls', 'total day charge', 'total intl minutes', 'customer service calls', 'total intl charge', 'total day minutes', 'total eve calls', 'voice mail plan']",0.9130434782608695,0.8305084745762712,0.5051546391752577,0.6282051282051282,0.7438053897630674
63,64,"['customer service calls', 'total eve charge', 'total eve minutes', 'international plan', 'voice mail plan', 'number vmail messages', 'total day charge', 'total intl minutes', 'total night minutes', 'total night calls']",0.9340329835082459,0.8955223880597015,0.6185567010309279,0.7317073170731707,0.8031379996382709
64,65,"['account length', 'total eve charge', 'total night calls', 'customer service calls', 'total intl minutes', 'total intl charge', 'total night minutes', 'international plan', 'total day calls', 'total night charge']",0.8800599700149925,0.717948717948718,0.28865979381443296,0.4117647058823529,0.634680774100199
65,66,"['account length', 'total day charge', 'total night calls', 'total intl charge', 'total night minutes', 'total eve charge', 'number vmail messages', 'total day minutes', 'total night charge', 'total intl calls']",0.9010494752623688,0.918918918918919,0.35051546391752575,0.5074626865671642,0.6726261530113945
66,67,"['total eve minutes', 'total night minutes', 'total eve calls', 'international plan', 'total night charge', 'total day charge', 'voice mail plan', 'total intl minutes', 'total intl charge', 'total day minutes']",0.9085457271364318,0.9285714285714286,0.4020618556701031,0.5611510791366906,0.6983993488876831
67,68,"['total intl minutes', 'voice mail plan', 'total eve calls', 'total day calls', 'total night minutes', 'total intl charge', 'total intl calls', 'account length', 'number vmail messages', 'total night charge']",0.8545727136431784,0.0,0.0,0.0,0.5
68,69,"['total eve calls', 'customer service calls', 'total intl minutes', 'number vmail messages', 'total eve charge', 'total night calls', 'total night charge', 'total intl charge', 'total night minutes', 'international plan']",0.881559220389805,0.7368421052631579,0.28865979381443296,0.4148148148148148,0.635557967082655
69,70,"['international plan', 'total eve charge', 'total day charge', 'customer service calls', 'voice mail plan', 'total intl minutes', 'number vmail messages', 'total intl calls', 'total day minutes', 'total eve calls']",0.9355322338830585,0.8552631578947368,0.6701030927835051,0.7514450867052023,0.825402423584735
70,71,"['total day minutes', 'total intl calls', 'total night calls', 'account length', 'voice mail plan', 'total day calls', 'total day charge', 'total night minutes', 'total eve minutes', 'international plan']",0.8980509745127436,0.8536585365853658,0.36082474226804123,0.5072463768115942,0.6751492132392838
71,72,"['total night charge', 'total night minutes', 'number vmail messages', 'total eve charge', 'total day calls', 'total night calls', 'voice mail plan', 'customer service calls', 'total eve minutes', 'total day minutes']",0.9160419790104948,0.8727272727272727,0.4948453608247423,0.631578947368421,0.7412823295351781
72,73,"['international plan', 'total night minutes', 'customer service calls', 'voice mail plan', 'total eve calls', 'total day minutes', 'total eve minutes', 'total intl minutes', 'total day calls', 'total night calls']",0.9250374812593704,0.873015873015873,0.5670103092783505,0.6875,0.7764876107795261
73,74,"['total intl calls', 'total night calls', 'voice mail plan', 'total eve minutes', 'total day charge', 'customer service calls', 'total night charge', 'total eve calls', 'total intl charge', 'account length']",0.9070464767616192,0.8571428571428571,0.4329896907216495,0.5753424657534246,0.7103544944836317
74,75,"['total day charge', 'total day calls', 'account length', 'total intl charge', 'total eve calls', 'total intl calls', 'customer service calls', 'total intl minutes', 'total eve charge', 'voice mail plan']",0.8995502248875562,0.7884615384615384,0.422680412371134,0.5503355704697986,0.7016910833785496
75,76,"['total day minutes', 'total intl calls', 'number vmail messages', 'voice mail plan', 'total eve calls', 'account length', 'international plan', 'total night calls', 'customer service calls', 'total day charge']",0.8950524737631185,0.7142857142857143,0.4639175257731959,0.5625,0.7161692892023875
76,77,"['total night minutes', 'customer service calls', 'voice mail plan', 'total day calls', 'total eve calls', 'international plan', 'total day charge', 'total intl calls', 'account length', 'total eve charge']",0.9190404797601199,0.8524590163934426,0.5360824742268041,0.6582278481012658,0.7601465002712967
77,78,"['total night calls', 'total intl charge', 'voice mail plan', 'total intl calls', 'total night charge', 'number vmail messages', 'customer service calls', 'international plan', 'total eve charge', 'total day minutes']",0.9340329835082459,0.8840579710144928,0.6288659793814433,0.7349397590361446,0.8074154458310725
78,79,"['total night minutes', 'total day charge', 'total day calls', 'customer service calls', 'voice mail plan', 'account length', 'international plan', 'total night charge', 'total night calls', 'number vmail messages']",0.8695652173913043,0.5925925925925926,0.32989690721649484,0.423841059602649,0.6456502079942124
79,80,"['total night calls', 'total eve calls', 'total intl minutes', 'total eve minutes', 'total day minutes', 'number vmail messages', 'total eve charge', 'total intl charge', 'voice mail plan', 'account length']",0.8920539730134932,0.8378378378378378,0.31958762886597936,0.4626865671641791,0.6545306565382528
80,81,"['total intl charge', 'voice mail plan', 'total intl minutes', 'total night charge', 'total eve minutes', 'total intl calls', 'total eve calls', 'number vmail messages', 'customer service calls', 'total day charge']",0.9130434782608695,0.8545454545454545,0.4845360824742268,0.618421052631579,0.7352504973774643
81,82,"['total eve calls', 'international plan', 'number vmail messages', 'total night calls', 'total intl minutes', 'total day minutes', 'total eve charge', 'total day calls', 'total night minutes', 'customer service calls']",0.9295352323838081,0.9166666666666666,0.5670103092783505,0.7006369426751592,0.7791191897268945
82,83,"['customer service calls', 'total eve calls', 'total day charge', 'total day minutes', 'total night calls', 'total eve charge', 'total night charge', 'number vmail messages', 'total day calls', 'total night minutes']",0.9145427286356822,0.8448275862068966,0.5051546391752577,0.632258064516129,0.7446825827455236
83,84,"['total eve calls', 'total eve minutes', 'total night charge', 'total day calls', 'total night minutes', 'total day minutes', 'total night calls', 'number vmail messages', 'total intl minutes', 'customer service calls']",0.904047976011994,0.8235294117647058,0.4329896907216495,0.5675675675675675,0.7086001085187195
84,85,"['total intl minutes', 'total intl calls', 'total night minutes', 'number vmail messages', 'total eve charge', 'total day charge', 'total intl charge', 'total night calls', 'international plan', 'customer service calls']",0.9370314842578711,0.8985507246376812,0.6391752577319587,0.7469879518072289,0.8134472779887864
85,86,"['total day calls', 'customer service calls', 'total night calls', 'number vmail messages', 'total eve calls', 'total eve minutes', 'voice mail plan', 'total day minutes', 'total night minutes', 'account length']",0.9100449775112444,0.8490566037735849,0.4639175257731959,0.6,0.7249412190269489
86,87,"['total eve calls', 'total night calls', 'total intl minutes', 'total intl charge', 'total day calls', 'total night charge', 'total eve minutes', 'total day charge', 'voice mail plan', 'customer service calls']",0.9085457271364318,0.8461538461538461,0.4536082474226804,0.5906040268456376,0.719786579851691
87,88,"['customer service calls', 'total intl minutes', 'total intl calls', 'total day charge', 'total night charge', 'total night minutes', 'total intl charge', 'account length', 'total eve minutes', 'total day calls']",0.8860569715142429,0.6779661016949152,0.41237113402061853,0.5128205128205128,0.6895189003436425
88,89,"['total night calls', 'total day minutes', 'number vmail messages', 'total night minutes', 'total intl calls', 'total eve charge', 'total day calls', 'total intl minutes', 'total day charge', 'total night charge']",0.8875562218890555,0.8666666666666667,0.26804123711340205,0.4094488188976378,0.6305118466268764
89,90,"['voice mail plan', 'total intl calls', 'total eve calls', 'total eve charge', 'total eve minutes', 'customer service calls', 'total night calls', 'account length', 'number vmail messages', 'total intl minutes']",0.8605697151424287,0.5769230769230769,0.15463917525773196,0.24390243902439024,0.5676704648218484
90,91,"['total intl charge', 'total eve minutes', 'total intl minutes', 'account length', 'customer service calls', 'number vmail messages', 'international plan', 'voice mail plan', 'total night charge', 'total eve calls']",0.8800599700149925,0.6976744186046512,0.30927835051546393,0.42857142857142855,0.6432356664858022
91,92,"['total day charge', 'total night minutes', 'total eve calls', 'number vmail messages', 'total intl charge', 'total eve minutes', 'total intl calls', 'voice mail plan', 'total day calls', 'international plan']",0.9190404797601199,0.9215686274509803,0.4845360824742268,0.6351351351351351,0.7387592693072889
92,93,"['total eve calls', 'total night calls', 'total night charge', 'total intl minutes', 'total day minutes', 'total eve charge', 'international plan', 'total day calls', 'voice mail plan', 'total intl charge']",0.9010494752623688,0.8974358974358975,0.36082474226804123,0.5147058823529411,0.6769035992041961
93,94,"['total night charge', 'total day calls', 'total night calls', 'total eve minutes', 'total day minutes', 'total day charge', 'total eve calls', 'total eve charge', 'international plan', 'account length']",0.8755622188905547,0.64,0.32989690721649484,0.43537414965986393,0.6491589799240369
94,95,"['total intl charge', 'total day calls', 'total intl minutes', 'number vmail messages', 'total day minutes', 'international plan', 'total night calls', 'voice mail plan', 'total day charge', 'total intl calls']",0.8980509745127436,0.7843137254901961,0.41237113402061853,0.5405405405405406,0.6965364442032917
95,96,"['customer service calls', 'total night charge', 'total intl minutes', 'total eve minutes', 'number vmail messages', 'total day charge', 'total eve calls', 'total intl charge', 'total eve charge', 'account length']",0.9100449775112444,0.8490566037735849,0.4639175257731959,0.6,0.7249412190269489
96,97,"['total night charge', 'total intl calls', 'total night calls', 'account length', 'total eve charge', 'voice mail plan', 'total intl charge', 'number vmail messages', 'total night minutes', 'international plan']",0.8920539730134932,0.9629629629629629,0.26804123711340205,0.41935483870967744,0.6331434255742449
97,98,"['total eve minutes', 'number vmail messages', 'total night charge', 'voice mail plan', 'total night minutes', 'total eve calls', 'total night calls', 'international plan', 'total day calls', 'total day minutes']",0.8785607196401799,0.75,0.24742268041237114,0.37209302325581395,0.6166937963465364
98,99,"['total day minutes', 'total intl minutes', 'total eve charge', 'total day calls', 'account length', 'customer service calls', 'total eve calls', 'total night calls', 'voice mail plan', 'total night charge']",0.9070464767616192,0.8431372549019608,0.44329896907216493,0.581081081081081,0.7146319406764333
99,100,"['total intl calls', 'total night minutes', 'total intl minutes', 'total day calls', 'total eve charge', 'account length', 'number vmail messages', 'total eve calls', 'total day charge', 'total eve minutes']",0.8935532233883059,0.8823529411764706,0.30927835051546393,0.4580152671755725,0.6511304033279074
100,101,"['total intl minutes', 'number vmail messages', 'total intl calls', 'total day minutes', 'total eve calls', 'total day calls', 'total eve minutes', 'total night minutes', 'voice mail plan', 'total day charge']",0.8935532233883059,0.8421052631578947,0.32989690721649484,0.4740740740740741,0.6596852957135105
101,102,"['total eve charge', 'customer service calls', 'total day calls', 'total intl charge', 'international plan', 'total night calls', 'total intl calls', 'total night charge', 'total eve minutes', 'total eve calls']",0.9010494752623688,0.8297872340425532,0.4020618556701031,0.5416666666666666,0.6940133839754024
102,103,"['total night minutes', 'total night calls', 'customer service calls', 'total eve calls', 'total night charge', 'total intl calls', 'total day calls', 'total eve charge', 'total intl charge', 'international plan']",0.8980509745127436,0.7959183673469388,0.4020618556701031,0.5342465753424658,0.6922589980104901
103,104,"['customer service calls', 'total day charge', 'total day calls', 'international plan', 'total night minutes', 'voice mail plan', 'total night calls', 'total night charge', 'total day minutes', 'total eve charge']",0.9100449775112444,0.8135593220338984,0.4948453608247423,0.6153846153846154,0.7377735576053536
104,105,"['total day calls', 'account length', 'total night calls', 'total eve charge', 'total day minutes', 'total intl charge', 'voice mail plan', 'total intl calls', 'number vmail messages', 'total day charge']",0.889055472263868,0.8108108108108109,0.30927835051546393,0.44776119402985076,0.648498824380539
105,106,"['total day charge', 'number vmail messages', 'total eve minutes', 'total intl charge', 'total day minutes', 'total day calls', 'voice mail plan', 'customer service calls', 'account length', 'total night calls']",0.9145427286356822,0.8125,0.5360824742268041,0.6459627329192547,0.7575149213239284
106,107,"['total day minutes', 'total day charge', 'total intl charge', 'total intl minutes', 'total night calls', 'total day calls', 'total eve minutes', 'international plan', 'total intl calls', 'total night charge']",0.8950524737631185,0.7142857142857143,0.4639175257731959,0.5625,0.7161692892023875
107,108,"['total intl minutes', 'total eve charge', 'total intl charge', 'total night minutes', 'total day charge', 'account length', 'customer service calls', 'international plan', 'total day minutes', 'number vmail messages']",0.9280359820089955,0.9016393442622951,0.5670103092783505,0.6962025316455697,0.7782419967444384
108,109,"['account length', 'total night charge', 'total day calls', 'total day charge', 'number vmail messages', 'total intl calls', 'total night minutes', 'customer service calls', 'total day minutes', 'total intl minutes']",0.8770614692653673,0.6470588235294118,0.3402061855670103,0.44594594594594594,0.6543136190992948
109,110,"['number vmail messages', 'total intl calls', 'total eve calls', 'voice mail plan', 'total day charge', 'total night charge', 'total night minutes', 'total eve minutes', 'total intl minutes', 'account length']",0.8935532233883059,0.8823529411764706,0.30927835051546393,0.4580152671755725,0.6511304033279074
